ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
2017,Sul,RS,4306908,Interior,Estadual,Urbana,251.915076,179.783012, ,Não quero declarar,Setembro,2000,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3530607,Interior,Estadual,Urbana,278.56335,223.168034,Masculino,Branca,Fevereiro,2003,"Sim, três","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3532843,Interior,Estadual,Urbana,254.615863,268.090766,Feminino,Parda,Dezembro,2001,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Nunca estudou,Menos de 1 hora,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,GO,5208707,Capital,Estadual,Urbana,368.900763,419.784109,Masculino,Branca,Novembro,2002,"Sim, dois","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2904506,Interior,Municipal,Urbana,223.445691,244.303159,Feminino,Parda,Junho,2000,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Nunca estudou,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Sudeste,MG,3136504,Interior,Estadual,Urbana,216.441947,173.132663,Feminino,Parda,Outubro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Sim,Continuar estudando e trabalhar
2017,Nordeste,CE,2306405,Interior,Municipal,Urbana,273.748135,296.613347,Feminino,Parda,Outubro,2002,Não tem,Completou a Faculdade,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
2017,Sudeste,RJ,3300407,Interior,Municipal,Urbana,151.187219,158.113556,Masculino,Parda,Agosto,2001,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Sim,Somente continuar estudando
2017,Norte,PA,1504505,Interior,Municipal,Urbana,243.483037,195.824613,Feminino,Parda,Junho,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,205.875371,251.972816,Masculino,Branca,Maio,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Norte,AM,1302009,Interior,Estadual,Urbana,248.206631,276.311968,Feminino,Parda,Setembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,248.981024,267.28424,Feminino,Branca,Julho,2002,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3529401,Interior,Estadual,Urbana,238.234402,268.913613,Feminino,Branca,Agosto,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2306009,Interior,Municipal,Urbana,240.307731,227.398357,Feminino,Parda,Abril,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2925006,Interior,Municipal,Urbana,313.643112,323.479895,Masculino,Indígena,Março,2004,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,ES,3205309,Capital,Municipal,Urbana,218.03993,254.062686,Feminino,Parda,Julho,2000,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2602803,Interior,Municipal,Urbana,255.203544,307.742796,Masculino,Parda,Dezembro,2001,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Nordeste,CE,2311801,Interior,Municipal,Urbana,264.801468,303.272304,Masculino,Não quero declarar,Abril,2002,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
